Unnamed: 0,date,file_path,debate_title,country
0,2010-12-21,Data/speeches/UK/012 Olympics (Legacy) 2010-12-21.json,2012 Olympics (Legacy),2.0
1,2010-12-20,Data/speeches/UK/cademies Programme 2010-12-20.json,Academies Programme,2.0
2,2010-12-13,Data/speeches/UK/fghanistan 2010-12-13 (1).json,Afghanistan,2.0
3,2010-12-13,Data/speeches/UK/fghanistan 2010-12-13.json,Afghanistan,2.0
4,2010-12-14,Data/speeches/UK/fghanistan 2010-12-14.json,Afghanistan,2.0
5,2010-12-21,Data/speeches/UK/frica_ Ivory Coast 2010-12-21.json,Africa: Ivory Coast,2.0
6,2010-12-15,Data/speeches/UK/ir Transport Strategy 2010-12-15.json,Air Transport Strategy,2.0
7,2010-12-13,Data/speeches/UK/rmed Forces Personnel (Redundancies) 2010-12-13.json,Armed Forces Personnel (Redundancies),2.0
8,2010-12-13,Data/speeches/UK/rmed Forces Recruitment (Young People) 2010-12-13.json,Armed Forces Recruitment (Young People),2.0
16,2010-12-21,Data/speeches/UK/ank Bonuses 2010-12-21.json,Bank Bonuses,2.0
18,2010-12-20,Data/speeches/UK/enefits 2010-12-20.json,Benefits,2.0
19,2010-12-09,Data/speeches/UK/iodiversity 2010-12-09.json,Biodiversity,2.0
20,2010-12-16,Data/speeches/UK/ioenergy 2010-12-16.json,Bioenergy,2.0
21,2010-12-14,Data/speeches/UK/ritish Indian Ocean Territory 2010-12-14.json,British Indian Ocean Territory,2.0
22,2010-12-09,Data/speeches/UK/roadband 2010-12-09.json,Broadband,2.0
23,2010-12-21,Data/speeches/UK/udget Deficit (CSR) 2010-12-21.json,Budget Deficit (CSR),2.0
24,2010-12-21,Data/speeches/UK/udget Deficits (Ireland) 2010-12-21.json,Budget Deficits (Ireland),2.0
25,2010-12-09,Data/speeches/UK/udget Responsibility and National  Audit Bill [HL] 2010-12-09.json,Budget Responsibility and National  Audit Bill [HL],2.0
26,2010-12-15,Data/speeches/UK/urma 2010-12-15.json,Burma,2.0
27,2010-12-09,Data/speeches/UK/us Service (Walsall) 2010-12-09.json,Bus Service (Walsall),2.0
28,2010-12-09,Data/speeches/UK/usiness of the House 2010-12-09 (1).json,Business of the House,2.0
29,2010-12-09,Data/speeches/UK/usiness of the House 2010-12-09.json,Business of the House,2.0
31,2010-12-16,Data/speeches/UK/usiness of the House 2010-12-16.json,Business of the House,2.0
35,2010-12-14,Data/speeches/UK/usiness Without Debate 2010-12-14.json,Business Without Debate,2.0
38,2010-12-21,Data/speeches/UK/abinet Office 2010-12-21.json,Cabinet Office,2.0
39,2010-12-13,Data/speeches/UK/ancun Climate Change Conference 2010-12-13.json,Cancun Climate Change Conference,2.0
40,2010-12-16,Data/speeches/UK/arbon Reduction 2010-12-16.json,Carbon Reduction,2.0
41,2010-12-16,Data/speeches/UK/arbon Reporting (Private Companies) 2010-12-16.json,Carbon Reporting (Private Companies),2.0
42,2010-12-15,Data/speeches/UK/ensus 2010-12-15.json,Census,2.0
43,2010-12-14,Data/speeches/UK/entral Asia 2010-12-14.json,Central Asia,2.0
44,2010-12-21,Data/speeches/UK/hild Benefit 2010-12-21.json,Child Benefit,2.0
