Unnamed: 0,date,file_path,debate_title,country
0,2010-06-21,Data/speeches/UK/018 World Cup 2010-06-21.json,2018 World Cup,2.0
2,2010-06-21,Data/speeches/UK/cademies Bill [HL] 2010-06-21 (1).json,Academies Bill [HL],2.0
3,2010-06-21,Data/speeches/UK/cademies Bill [HL] 2010-06-21 (2).json,Academies Bill [HL],2.0
4,2010-06-21,Data/speeches/UK/cademies Bill [HL] 2010-06-21.json,Academies Bill [HL],2.0
5,2010-06-23,Data/speeches/UK/cademies Bill [HL] 2010-06-23 (1).json,Academies Bill [HL],2.0
6,2010-06-23,Data/speeches/UK/cademies Bill [HL] 2010-06-23.json,Academies Bill [HL],2.0
7,2010-06-23,Data/speeches/UK/ccident and Emergency (Westmorland General Hospital) 2010-06-23.json,Accident and Emergency (Westmorland General Hospital),2.0
8,2010-06-10,Data/speeches/UK/ffordable Housing 2010-06-10 (1).json,Affordable Housing,2.0
9,2010-06-10,Data/speeches/UK/ffordable Housing 2010-06-10.json,Affordable Housing,2.0
10,2010-06-23,Data/speeches/UK/fghanistan (Military Patrols) 2010-06-23.json,Afghanistan (Military Patrols),2.0
11,2010-06-14,Data/speeches/UK/fghanistan 2010-06-14 (1).json,Afghanistan,2.0
12,2010-06-14,Data/speeches/UK/fghanistan 2010-06-14.json,Afghanistan,2.0
13,2010-06-10,Data/speeches/UK/fghanistan_ Child Asylum Seekers 2010-06-10.json,Afghanistan: Child Asylum Seekers,2.0
14,2010-06-17,Data/speeches/UK/irlines (Industrial Action) 2010-06-17.json,Airlines (Industrial Action),2.0
15,2010-06-16,Data/speeches/UK/lleged War Crimes (Sri Lanka) 2010-06-16.json,Alleged War Crimes (Sri Lanka),2.0
18,2010-06-22,Data/speeches/UK/lternative Vote System 2010-06-22.json,Alternative Vote System,2.0
19,2010-06-17,Data/speeches/UK/lternatives to Child Detention 2010-06-17.json,Alternatives to Child Detention,2.0
20,2010-06-23,Data/speeches/UK/rmed Forces Day 2010-06-23.json,Armed Forces Day,2.0
27,2010-06-22,Data/speeches/UK/ttorney-General 2010-06-22.json,Attorney-General,2.0
