,date,file_path,debate_title,country
0,2010-09-15,Data/tmp_text_files/UK/10. Consortium claims for group relief 2010-09-15.txt,,
1,2010-09-15,Data/tmp_text_files/UK/11. Value Added tax (supplies relating to non-business use of business assets) 2010-09-15.txt,,
2,2010-09-15,"Data/tmp_text_files/UK/12. value added tax (gas, heat and cooling) 2010-09-15.txt",,
3,2010-09-15,Data/tmp_text_files/UK/13. Value added tax (aircraft) 2010-09-15.txt,,
4,2010-09-15,Data/tmp_text_files/UK/14. Value added tax (Postal Services and transport of passengers) 2010-09-15.txt,,
5,2010-09-15,Data/tmp_text_files/UK/15. tobacco products duty (long Cigarettes) 2010-09-15.txt,,
6,2010-09-15,Data/tmp_text_files/UK/16. landfill tax (Lower Rate Materials) 2010-09-15.txt,,
7,2010-09-15,Data/tmp_text_files/UK/17. Recovery of overpaid tax 2010-09-15.txt,,
8,2010-09-15,Data/tmp_text_files/UK/18. Relief from tax (incidental and consequential Charges) 2010-09-15.txt,,
9,2010-09-15,Data/tmp_text_files/UK/2. cAPITAL aLLOWANCES 2010-09-15.txt,,
10,2010-09-15,Data/tmp_text_files/UK/3. Venture Capital Schemes 2010-09-15.txt,,
11,2010-09-15,Data/tmp_text_files/UK/4. Enterprise Management Incentives 2010-09-15.txt,,
12,2010-09-15,Data/tmp_text_files/UK/5. Settlors’ Excess REpayments 2010-09-15.txt,,
13,2010-09-15,Data/tmp_text_files/UK/6. Collection of income tax on payments 2010-09-15.txt,,
14,2010-09-15,Data/tmp_text_files/UK/7. Company Distributions 2010-09-15.txt,,
15,2010-09-15,Data/tmp_text_files/UK/8. Real Estate Investment trusts 2010-09-15.txt,,
16,2010-09-15,Data/tmp_text_files/UK/9. Financing Costs and income of group Companies 2010-09-15.txt,,
17,2010-09-07,Data/speeches/UK/ccident and Emergency Departments 2010-09-07.json,Accident and Emergency Departments,2.0
18,2010-09-14,Data/speeches/UK/ccident and Emergency Services 2010-09-14.json,Accident and Emergency Services,2.0
19,2010-09-08,Data/speeches/UK/irbus A400M 2010-09-08.json,Airbus A400M,2.0
20,2010-09-15,Data/speeches/UK/mendment of the Law 2010-09-15.json,Amendment of the Law,2.0
21,2010-09-14,Data/tmp_text_files/UK/Apprenticeships and Skills (Public Procurement Contracts) 2010-09-14.txt,,
22,2010-09-13,Data/speeches/UK/rmy Recovery Capability 2010-09-13.json,Army Recovery Capability,2.0
23,2010-09-06,Data/speeches/UK/sylum Backlog 2010-09-06.json,Asylum Backlog,2.0
24,2010-09-07,Data/speeches/UK/udit Commission 2010-09-07.json,Audit Commission,2.0
25,2010-09-09,Data/tmp_text_files/UK/Backbench Business 2010-09-09.txt,,
26,2010-09-16,Data/tmp_text_files/UK/Backbench Business 2010-09-16.txt,,
27,2010-09-14,Data/speeches/UK/illy Wright Inquiry 2010-09-14.json,Billy Wright Inquiry,2.0
28,2010-09-16,Data/speeches/UK/iodiversity 2010-09-16.json,Biodiversity,2.0
29,2010-09-13,Data/speeches/UK/ritish Troops Under US Command (Helmand) 2010-09-13.json,British Troops Under US Command (Helmand),2.0
30,2010-09-09,Data/speeches/UK/usiness of the House 2010-09-09.json,Business of the House,2.0
31,2010-09-16,Data/speeches/UK/usiness of the House 2010-09-16.json,Business of the House,2.0
32,2010-09-06,Data/tmp_text_files/UK/Business without Debate 2010-09-06.txt,,
33,2010-09-13,Data/tmp_text_files/UK/Business without Debate 2010-09-13.txt,,
34,2010-09-14,Data/tmp_text_files/UK/Business without Debate 2010-09-14.txt,,
35,2010-09-15,Data/tmp_text_files/UK/Business without Debate 2010-09-15.txt,,
36,2010-09-07,Data/speeches/UK/ancer Drugs Fund 2010-09-07.json,Cancer Drugs Fund,2.0
37,2010-09-07,Data/speeches/UK/ancer Survival Measurement 2010-09-07.json,Cancer Survival Measurement,2.0
38,2010-09-16,Data/speeches/UK/ancun Conference 2010-09-16.json,Cancun Conference,2.0
39,2010-09-16,Data/speeches/UK/arbon Floor Price 2010-09-16.json,Carbon Floor Price,2.0
40,2010-09-09,Data/speeches/UK/ircuses (Wild Animals) 2010-09-09.json,Circuses (Wild Animals),2.0
41,2010-09-13,Data/speeches/UK/ombat Stress (Retired Service Personnel) 2010-09-13.json,Combat Stress (Retired Service Personnel),2.0
42,2010-09-06,Data/speeches/UK/ommons Chamber 2010-09-06.json,Commons Chamber,2.0
43,2010-09-07,Data/speeches/UK/ommons Chamber 2010-09-07.json,Commons Chamber,2.0
44,2010-09-08,Data/speeches/UK/ommons Chamber 2010-09-08.json,Commons Chamber,2.0
45,2010-09-09,Data/speeches/UK/ommons Chamber 2010-09-09.json,Commons Chamber,2.0
46,2010-09-13,Data/speeches/UK/ommons Chamber 2010-09-13.json,Commons Chamber,2.0
47,2010-09-14,Data/speeches/UK/ommons Chamber 2010-09-14.json,Commons Chamber,2.0
48,2010-09-15,Data/speeches/UK/ommons Chamber 2010-09-15.json,Commons Chamber,2.0
49,2010-09-16,Data/speeches/UK/ommons Chamber 2010-09-16.json,Commons Chamber,2.0
50,2010-09-06,Data/tmp_text_files/UK/Constituency Boundaries (Isle of Wight) 2010-09-06.txt,,
51,2010-09-09,Data/speeches/UK/ontrols on Legal Highs 2010-09-09.json,Controls on Legal Highs,2.0
52,2010-09-15,Data/speeches/UK/orporation Tax 2010-09-15.json,Corporation Tax,2.0
53,2010-09-07,Data/speeches/UK/rayford Station (Access) 2010-09-07.json,Crayford Station (Access),2.0
54,2010-09-08,Data/speeches/UK/rime and Policing 2010-09-08.json,Crime and Policing,2.0
55,2010-09-15,Data/speeches/UK/riminal Bar (Public Funding) 2010-09-15.json,Criminal Bar (Public Funding),2.0
56,2010-09-15,Data/speeches/UK/ross-border Economic Co-operation 2010-09-15.json,Cross-border Economic Co-operation,2.0
