,date,file_path,debate_title,country
0,2011-02-01,Data/speeches/UK/fghanistan (Corruption) 2011-02-01.json,Afghanistan (Corruption),2.0
1,2011-01-31,Data/speeches/UK/fghanistan 2011-01-31.json,Afghanistan,2.0
2,2011-02-01,Data/speeches/UK/fghanistan 2011-02-01.json,Afghanistan,2.0
3,2011-02-07,Data/speeches/UK/griculture_ Dairy Industry 2011-02-07.json,Agriculture: Dairy Industry,2.0
4,2011-01-27,Data/speeches/UK/irlines_ Snow and Ice 2011-01-27.json,Airlines: Snow and Ice,2.0
5,2011-01-31,Data/speeches/UK/irports_ Heathrow 2011-01-31.json,Airports: Heathrow,2.0
6,2011-01-31,Data/speeches/UK/irTanker 2011-01-31.json,AirTanker,2.0
7,2011-01-24,Data/speeches/UK/lcohol (Licensing) 2011-01-24.json,Alcohol (Licensing),2.0
8,2011-02-02,Data/speeches/UK/lcohol (Minimum Pricing) 2011-02-02.json,Alcohol (Minimum Pricing),2.0
9,2011-01-25,Data/speeches/UK/lcohol Misuse (Young People) 2011-01-25.json,Alcohol Misuse (Young People),2.0
10,2011-02-04,Data/speeches/UK/nonymity (Arrested Persons) Bill 2011-02-04.json,Anonymity (Arrested Persons) Bill,2.0
11,2011-02-02,Data/speeches/UK/pprentices 2011-02-02.json,Apprentices,2.0
12,2011-01-31,Data/speeches/UK/rmed Forces Pensions 2011-01-31 (1).json,Armed Forces Pensions,2.0
13,2011-01-31,Data/speeches/UK/rmed Forces Pensions 2011-01-31.json,Armed Forces Pensions,2.0
14,2011-01-27,Data/speeches/UK/rmed Forces_ Post-service Welfare 2011-01-27.json,Armed Forces: Post-service Welfare,2.0
15,2011-01-25,Data/tmp_text_files/UK/Arrangement of Business 2011-01-25.txt,,
16,2011-01-31,Data/tmp_text_files/UK/Arrangement of Business 2011-01-31.txt,,
17,2011-02-01,Data/tmp_text_files/UK/Arrangement of Business 2011-02-01.txt,,
18,2011-02-03,Data/tmp_text_files/UK/Arrangement of Business 2011-02-03.txt,,
19,2011-02-07,Data/tmp_text_files/UK/Arrangement of Business 2011-02-07.txt,,
20,2011-02-03,Data/speeches/UK/rts_ Funding 2011-02-03.json,Arts: Funding,2.0
21,2011-02-02,Data/speeches/UK/viation Industry 2011-02-02.json,Aviation Industry,2.0
22,2011-02-03,Data/tmp_text_files/UK/backbench business 2011-02-03 (1).txt,,
23,2011-02-03,Data/tmp_text_files/UK/Backbench Business 2011-02-03.txt,,
24,2011-01-24,Data/speeches/UK/angladesh_ Rapid Action Battalion 2011-01-24.json,Bangladesh: Rapid Action Battalion,2.0
25,2011-01-26,Data/speeches/UK/ank Bonuses 2011-01-26.json,Bank Bonuses,2.0
26,2011-02-01,Data/speeches/UK/anking_ Royal Bank of Scotland 2011-02-01.json,Banking: Royal Bank of Scotland,2.0
27,2011-01-26,Data/speeches/UK/BC World Service 2011-01-26 (1).json,BBC World Service,2.0
28,2011-01-26,Data/speeches/UK/BC World Service 2011-01-26.json,BBC World Service,2.0
29,2011-02-01,Data/speeches/UK/BC World Service 2011-02-01.json,BBC World Service,2.0
30,2011-01-25,Data/speeches/UK/CG Vaccine 2011-01-25.json,BCG Vaccine,2.0
31,2011-02-03,Data/speeches/UK/ees 2011-02-03.json,Bees,2.0
32,2011-01-24,Data/speeches/UK/ill of Rights 2011-01-24.json,Bill of Rights,2.0
33,2011-02-01,Data/speeches/UK/lack Rod 2011-02-01.json,Black Rod,2.0
34,2011-01-27,Data/speeches/UK/ody Image (Media Representation) 2011-01-27.json,Body Image (Media Representation),2.0
35,2011-01-25,Data/speeches/UK/reaks for Carers of Disabled Children Regulations 2011 2011-01-25.json,Breaks for Carers of Disabled Children Regulations 2011,2.0
36,2011-02-01,Data/speeches/UK/ritish Citizens (Pakistan) 2011-02-01.json,British Citizens (Pakistan),2.0
37,2011-01-31,Data/speeches/UK/udget Responsibility and National Audit Bill [HL] 2011-01-31.json,Budget Responsibility and National Audit Bill [HL],2.0
38,2011-02-07,Data/speeches/UK/udget Responsibility and National Audit Bill [HL] 2011-02-07.json,Budget Responsibility and National Audit Bill [HL],2.0
39,2011-01-26,Data/speeches/UK/urton’s Foods (Moreton) 2011-01-26.json,Burton’s Foods (Moreton),2.0
40,2011-01-27,Data/speeches/UK/us Services 2011-01-27.json,Bus Services,2.0
41,2011-01-26,Data/speeches/UK/usiness Confidence 2011-01-26.json,Business Confidence,2.0
42,2011-01-26,Data/speeches/UK/usiness Growth 2011-01-26.json,Business Growth,2.0
43,2011-01-27,Data/speeches/UK/usiness of the House 2011-01-27 (1).json,Business of the House,2.0
44,2011-01-27,Data/tmp_text_files/UK/Business of the House 2011-01-27 (2).txt,,
45,2011-01-27,Data/speeches/UK/usiness of the House 2011-01-27.json,Business of the House,2.0
46,2011-02-02,Data/tmp_text_files/UK/Business of the House 2011-02-02.txt,,
47,2011-02-03,Data/tmp_text_files/UK/Business of the House 2011-02-03 (1).txt,,
48,2011-02-03,Data/speeches/UK/usiness of the House 2011-02-03.json,Business of the House,2.0
49,2011-01-24,Data/tmp_text_files/UK/Business without Debate 2011-01-24.txt,,
50,2011-01-25,Data/tmp_text_files/UK/Business without Debate 2011-01-25.txt,,
51,2011-01-26,Data/tmp_text_files/UK/Business without Debate 2011-01-26 (1).txt,,
52,2011-01-26,Data/tmp_text_files/UK/Business without Debate 2011-01-26.txt,,
53,2011-01-31,Data/tmp_text_files/UK/Business without Debate 2011-01-31.txt,,
54,2011-02-01,Data/tmp_text_files/UK/Business without Debate 2011-02-01.txt,,
55,2011-02-02,Data/tmp_text_files/UK/Business without Debate 2011-02-02.txt,,
56,2011-02-04,Data/speeches/UK/usiness without Debate 2011-02-04.json,Business without Debate,2.0
57,2011-02-07,Data/tmp_text_files/UK/Business without debate 2011-02-07.txt,,
58,2011-01-26,Data/speeches/UK/alman Commission 2011-01-26.json,Calman Commission,2.0
59,2011-01-25,Data/speeches/UK/ancer Survival Rates 2011-01-25.json,Cancer Survival Rates,2.0
60,2011-01-26,Data/speeches/UK/arers and Employment 2011-01-26.json,Carers and Employment,2.0
61,2011-01-26,Data/speeches/UK/hechnya 2011-01-26.json,Chechnya,2.0
62,2011-01-25,Data/speeches/UK/hilcot Inquiry (Civil Service Code) 2011-01-25.json,Chilcot Inquiry (Civil Service Code),2.0
63,2011-02-01,Data/speeches/UK/hild Benefit 2011-02-01.json,Child Benefit,2.0
64,2011-01-24,Data/speeches/UK/hild Protection 2011-01-24.json,Child Protection,2.0
65,2011-02-03,Data/speeches/UK/hildren_ Parenting for Success in School 2011-02-03.json,Children: Parenting for Success in School,2.0
66,2011-02-01,Data/speeches/UK/hildren_ Sexual Exploitation 2011-02-01.json,Children: Sexual Exploitation,2.0
67,2011-02-02,Data/speeches/UK/hildren’s Centres 2011-02-02.json,Children’s Centres,2.0
68,2011-02-07,Data/speeches/UK/hildren’s Homes 2011-02-07.json,Children’s Homes,2.0
69,2011-01-26,Data/speeches/UK/hinese Vice-Premier (State Visit) 2011-01-26.json,Chinese Vice-Premier (State Visit),2.0
70,2011-02-01,Data/speeches/UK/hristmas Day Service (Cyprus) 2011-02-01.json,Christmas Day Service (Cyprus),2.0
71,2011-02-03,Data/speeches/UK/ITES 2011-02-03.json,CITES,2.0
72,2011-01-24,Data/tmp_text_files/UK/City of London (Various Powers) Bill [HL] 2011-01-24.txt,,
73,2011-01-27,Data/speeches/UK/ivil Partnership Ceremonies 2011-01-27.json,Civil Partnership Ceremonies,2.0
74,2011-02-07,Data/speeches/UK/ivil Procedure (Amendment No. 4) Rules 2010 2011-02-07.json,Civil Procedure (Amendment No. 4) Rules 2010,2.0
75,2011-01-31,Data/speeches/UK/ivilian Personnel Reductions 2011-01-31.json,Civilian Personnel Reductions,2.0
76,2011-01-31,Data/speeches/UK/luster Munitions (Prohibitions) Act 2010 2011-01-31.json,Cluster Munitions (Prohibitions) Act 2010,2.0
77,2011-02-02,Data/speeches/UK/oastguard Service 2011-02-02.json,Coastguard Service,2.0
78,2011-01-27,Data/speeches/UK/oastguard Services 2011-01-27.json,Coastguard Services,2.0
79,2011-02-04,Data/speeches/UK/oinage (Measurement) Bill 2011-02-04.json,Coinage (Measurement) Bill,2.0
80,2011-02-03,Data/speeches/UK/ommon Agricultural Policy 2011-02-03.json,Common Agricultural Policy,2.0
81,2011-01-24,Data/speeches/UK/ommons Chamber 2011-01-24.json,Commons Chamber,2.0
82,2011-01-25,Data/speeches/UK/ommons Chamber 2011-01-25.json,Commons Chamber,2.0
83,2011-01-26,Data/speeches/UK/ommons Chamber 2011-01-26.json,Commons Chamber,2.0
84,2011-01-27,Data/speeches/UK/ommons Chamber 2011-01-27.json,Commons Chamber,2.0
85,2011-01-31,Data/speeches/UK/ommons Chamber 2011-01-31.json,Commons Chamber,2.0
86,2011-02-01,Data/speeches/UK/ommons Chamber 2011-02-01.json,Commons Chamber,2.0
87,2011-02-02,Data/speeches/UK/ommons Chamber 2011-02-02.json,Commons Chamber,2.0
88,2011-02-03,Data/speeches/UK/ommons Chamber 2011-02-03.json,Commons Chamber,2.0
89,2011-02-04,Data/speeches/UK/ommons Chamber 2011-02-04.json,Commons Chamber,2.0
90,2011-02-07,Data/speeches/UK/ommons Chamber 2011-02-07.json,Commons Chamber,2.0
91,2011-02-01,Data/speeches/UK/ommonwealth (UK Role) 2011-02-01.json,Commonwealth (UK Role),2.0
92,2011-01-26,Data/speeches/UK/ommunity Cohesion 2011-01-26.json,Community Cohesion,2.0
93,2011-02-02,Data/speeches/UK/omprehensive Spending Review 2011-02-02.json,Comprehensive Spending Review,2.0
94,2011-01-27,Data/speeches/UK/ongestion Charging (West London) 2011-01-27.json,Congestion Charging (West London),2.0
95,2011-02-03,Data/speeches/UK/ongo_ International Crisis Group Report 2011-02-03.json,Congo: International Crisis Group Report,2.0
96,2011-01-24,Data/speeches/UK/onstitutional Reform_ Referendums 2011-01-24.json,Constitutional Reform: Referendums,2.0
97,2011-02-03,Data/speeches/UK/onsumer Credit 2011-02-03.json,Consumer Credit,2.0
98,2011-02-03,Data/speeches/UK/onsumer Credit and Debt Management 2011-02-03.json,Consumer Credit and Debt Management,2.0
99,2011-02-07,Data/speeches/UK/ontrol of Donations and Regulation of Loans etc. (Extension of the Prescribed Period) (Northern Ireland) Order 2011 2011-02-07.json,Control of Donations and Regulation of Loans etc. (Extension of the Prescribed Period) (Northern Ireland) Order 2011,2.0
100,2011-02-07,Data/speeches/UK/ore Subjects 2011-02-07.json,Core Subjects,2.0
101,2011-01-27,Data/speeches/UK/orporate Boards (Women) 2011-01-27.json,Corporate Boards (Women),2.0
102,2011-01-26,Data/speeches/UK/ounter-terrorism Review 2011-01-26.json,Counter-terrorism Review,2.0
103,2011-01-26,Data/speeches/UK/ounterterrorism Review 2011-01-26.json,Counterterrorism Review,2.0
104,2011-02-02,Data/speeches/UK/ourt of Auditors 2009 Report 2011-02-02.json,Court of Auditors 2009 Report,2.0
105,2011-01-24,Data/speeches/UK/rime Levels 2011-01-24.json,Crime Levels,2.0
106,2011-01-24,Data/speeches/UK/rime_ Murder 2011-01-24.json,Crime: Murder,2.0
107,2011-02-02,Data/speeches/UK/urrency Markets 2011-02-02.json,Currency Markets,2.0
108,2011-01-27,Data/speeches/UK/ustodial Sentences (Mothers) 2011-01-27.json,Custodial Sentences (Mothers),2.0
109,2011-02-03,Data/speeches/UK/angerous Dogs 2011-02-03.json,Dangerous Dogs,2.0
110,2011-02-02,Data/tmp_text_files/UK/Death of a Member_ Lord Fyfe of Fairfield 2011-02-02.txt,,
111,2011-01-27,Data/speeches/UK/ecent Homes 2011-01-27.json,Decent Homes,2.0
112,2011-01-31,Data/speeches/UK/efence 2011-01-31.json,Defence,2.0
113,2011-01-31,Data/speeches/UK/efence Contracts 2011-01-31.json,Defence Contracts,2.0
114,2011-01-31,Data/speeches/UK/efence Exports 2011-01-31.json,Defence Exports,2.0
115,2011-01-27,Data/speeches/UK/efence_ Military Covenant 2011-01-27.json,Defence: Military Covenant,2.0
116,2011-01-25,Data/speeches/UK/efence_ Procurement 2011-01-25.json,Defence: Procurement,2.0
